中文名,英文名,标准学名,科,属,资源状态,价值等级,价值外显命名,鱼单价/kg,期望单鱼价格,最大记录重量(kg),期望重量(kg),重量段,最大记录体长(cm),常见体长(cm),重量参数a,重量参数b,栖息带类型,深度下限(m),深度上限(m),资料水温下限(°C),资料水温上限(°C),最喜欢的温度(°C),食性（源表候选）,时段偏好,天气偏好,候选水温带,地域分布,性格,现实单价参考(元/kg),俄4映射鱼种,俄4映射类型,环境类型,迁徙类型,摄食类型,营养级,资料库体型,资料库捕获方式,体长口径,AI审核状态,匹配依据,源记录ID,飞书来源,快照日期,源表版本,Notion资料页
花鮨,Grouper,Anthias Anthias,Anthiadidae,Anthias,,4,珍稀,6557.7,2679.322447,0.8,0.2,T2,27,15,0.025,3.02,reef-associated,30,358,16,22,19,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,温水,"Eastern Atlantic: Mediterranean and Portugal to Angola, including the Azores.",追猎,150,欧白鲑,近似种类比,"[""海水""]",,,3.75,fusiform / normal,,SL,待人工审核,新增鱼种整合：玩法提单-鱼第12行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIFUlE,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIFUlE,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681c8a013d0449fa04bc2
花羔红点鲑,Dolly Varden Trout,Salvelinus Malma,Salmonidae,Salvelinus,,4,珍稀,9349.6,229201.6391,,13.5,T11,,,0.00589,3.04,,,,4,16,10,,全天活跃,,,,活泼,150,魣鳕,近似种类比,,,,,,,,待人工审核,,recvppgBfWqiDJ,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWqiDJ,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681cd9a46e3659f896a1a
细纹鲶鱼,Pencil Catfish,Trichomycterus striatus,Trichomycteridae,Trichomycterus,,2,常见,1051.8,21487.0408,,11.25,T10,,,0.00891,2.97,,,,22,28,25,,晨昏活跃,,,,孤僻,30,镜鲤(白化),近似种类比,,,,,,,,待人工审核,,recvppgBfWexpp,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWexpp,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681ce9f91f55f406074e9
高体鰤,Greater Amberjack,Seriola Dumerili,Carangidae,Seriola,,3,稀有,1302.3,53208.9242,80.6,22.5,T12,190,100,0.0225,2.847,reef-associated,1,385,21.1,33.1,27.1,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,暖水,西大西洋,追猎,70,皱鳃鲨,近似种类比,"[""海水""]",oceanodromous,hunting macrofauna (predator),4.5,fusiform / normal,hooks and lines,TL,待人工审核,水产学术资料中文名与 FishBase 接受种核验,recvppgBfWJdYf,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWJdYf,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681d2905fc7b84e09d3fb
白化草鱼,Albino Grass Carp,Ctenopharyngodon Idella Var. Albino,Xenocyprididae,Ctenopharyngodon,,1,普通,187.9,4299.205897,45,7.5,T11,150,60,0.0108,3.006,,0,30,0,35,17.5,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,亚洲,活泼,13.46,白化草鱼,同物种,,,,,,,,待人工审核,新增鱼种整合：玩法提单-鱼第32行；未取得FishBase唯一匹配，保留来源字段；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIDFIR,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIDFIR,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681d2acfdede816781b1a
单鳍多线鱼,Atka Mackerel,Pleurogrammus Monopterygius,Hexagrammidae,Pleurogrammus,,1,普通,529.4,519.1189132,2,0.53,T2,56.5,,0.0126,3.01,demersal,0,720,2.7,4.7,3.7,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,,东北太平洋,追猎,13,蓝鳃太阳鱼,近似种类比,"[""海水""]",,hunting macrofauna (predator),3.38,fusiform / normal,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfXdtR2,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXdtR2,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681d9b1cdee4c0368bf3c
赤梢鱼,Redfin Perch,Perca Fluviatilis,Percidae,Perca,,2,常见,839.3,5486.692785,4.75,0.2,T6,60,25,0.0115,3.15,demersal,1,30,10,22,16,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,欧亚大陆,追猎,30,赤梢鱼,同物种,"[""淡水"",""半咸水""]",anadromous,hunting macrofauna (predator),4.35,fusiform / normal,seines,SL,待人工审核,新增鱼种整合：玩法提单-鱼第33行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIRQxj,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIRQxj,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681dba82cc5417cef5ccc
电鳗,Electric Eel,Electrophorus Electricus,Gymnotidae,Electrophorus,,2,常见,818.1,7353.642475,20,4.95,T7,250,,0.00171,3,benthopelagic,,,23,28,25.5,"[""肉食性""]",夜间活跃,阴天、小雨或低光照；以天气稳定为先,暖水,南美洲,孤僻,30,青鳕,近似种类比,"[""淡水""]",,hunting macrofauna (predator),3.89,elongated,,SL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWMdML,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWMdML,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681dcb5a9ddeff8d12ab9
无鳞鲤,Leather Carp,Cyprinus Carpio Var. Nudus,Cyprinidae,Cyprinus,,1,普通,160.3,3274.741054,40.09,2,T10,120,31,0.0173,2.993,benthopelagic,0,29,3,35,19,"[""肉食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,广温,欧亚大陆,撕鳍,16.08,镜鲤,同物种,"[""淡水"",""半咸水""]",potamodromous,hunting macrofauna (predator),3.06,fusiform / normal,seines,TL,待人工审核,新增鱼种整合：玩法提单-鱼第35行；来源英文名与FishBase唯一精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcITwbq,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcITwbq,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681deaf7ed0ba8c4aa7cf
圆点五色锦鲤,Goromo Koi,Cyprinus Carpio Var. Goromo,Cyprinidae,Cyprinus,,1,普通,192.7,3149.308053,10,2,T9,100,40,0.0173,2.993,,0,29,3,35,19,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,欧亚大陆,活泼,16.08,普通鲤鱼,同物种,,,,,,,,待人工审核,新增鱼种整合：玩法提单-鱼第26行；未取得FishBase唯一匹配，保留来源字段；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIY1d7,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIY1d7,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681debbfeee6a8d43a679
奥里诺科孔雀鲈,Orinoco Peacock Bass,Cichla Orinocensis,Cichlidae,Cichla,,2,常见,1251.8,3580.192883,6.22,1.57,T4,61.7,,0.00628,3.2406,benthopelagic,,,27,29,28,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,暖水,南美洲,好斗,30,黑白鲑,近似种类比,"[""淡水""]",,hunting macrofauna (predator),4.48,fusiform / normal,,SL,待人工审核,Orinoco peacock bass 中文直译；按独立物种匹配,recvppgBfWhk4q,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWhk4q,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681e2a452e77529c4c25d
长鳍金枪鱼,Albacore,Thunnus Alalunga,Scombridae,Thunnus,,3,稀有,2688.1,76880.62382,60.32,15.75,T11,140,100,0.03119,2.88,pelagic-oceanic,0,600,9.5,25.2,17.35,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,温水,全球热带、亚热带及温带适生海域,追猎,70,丁克斯无鳞鲤,近似种类比,"[""海水""]",oceanodromous,hunting macrofauna (predator),4.3,fusiform / normal,seines,FL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWLGuZ,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWLGuZ,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681e69d76f78f4af72b20
莱氏拟乌贼,Bigfin Reef Squid,Sepioteuthis Lessoniana,Loliginidae,Sepioteuthis,,4,珍稀,7000,6864.058165,1.8,0.53,T2,40.1,,,,demersal,,100,18,28,23,"[""肉食性""]",晨昏活跃,,,,追猎,150,黑背西鲱,近似种类比,"[""半咸水"",""海水""]",,hunting macrofauna (predator),3.98,,trawls,ML,待人工审核,SeaLifeBase 中文俗名精确匹配,recvppgBfWgFkW,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWgFkW,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681eb93eae65da91b5659
白斑角鲨,Spiny Dogfish,Squalus Acanthias,Squalidae,Squalus,,3,稀有,2045.2,11698.69066,9.1,,T6,160,100,0.00222,3.123,bathydemersal,0,1978,7,15,11,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,冷水,北大西洋,追猎,30,白斑角鲨,同物种,"[""半咸水"",""海水""]",oceanodromous,hunting macrofauna (predator),4.37,elongated,trawls,TL,待人工审核,新增鱼种整合：玩法提单-鱼第6行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIPNI7,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIPNI7,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681f1913bc2785e59b835
大西洋小鳕,Atlantic Tomcod,Microgadus Tomcod,Gadidae,Microgadus,,1,普通,527.1,30.68834536,,,T1,38.1,20,0.01056,3,demersal,0,69,4.4,8.4,6.4,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,冷水,Northwest Atlantic: southern Labrador in Canada to Virginia in USA.,追猎,13,乌克兰七鳃鳗,近似种类比,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),3.81,elongated,,TL,待人工审核,新增鱼种整合：玩法提单-鱼第9行；来源学名与FishBase属种精确匹配；规则FISH-INVENTORY-MERGE-R1,recvq6YNcINPp9,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcINPp9,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681f1ae06d5b55b7cf33e
康氏马鲛,Narrow Barred Spanish Mackerel,Scomberomorus Commerson,Scombridae,Scomberomorus,,4,珍稀,9349.6,229201.6391,70,13.5,T11,240,120,0.01617,2.85613,pelagic-neritic,10,70,22,34,28,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,,东南大西洋与印度—西太平洋,追猎,150,魣鳕,近似种类比,"[""海水""]",oceanodromous,hunting macrofauna (predator),4.5,fusiform / normal,gillnets,FL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWX9xq,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWX9xq,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681f3b9a8c3031861df51
大西洋黄貂鱼,Atlantic Stingray,Hypanus Sabinus,Dasyatidae,Hypanus,,2,常见,841.6,2063.148151,4.87,1.35,T4,61,27,0.05,3.09,demersal,2,25,19.5,31.5,25.5,"[""肉食性""]",夜间活跃,阴天、小雨或低光照；以天气稳定为先,,西大西洋,追猎,30,短角大杜父鱼,近似种类比,"[""淡水"",""半咸水"",""海水""]",,hunting macrofauna (predator),3.45,other,seines,WD,待人工审核,Atlantic stingray 中文通名；FishBase 接受种核验,recvppgBfXlWfN,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXlWfN,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681f48c88fa29e895f087
条石鲷,Rock Bream,Oplegnathus Fasciatus,Oplegnathidae,Oplegnathus,,2,常见,1251.8,3580.192883,6.4,1.57,T4,80,,0.0266,3,reef-associated,1,10,17,27,22,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,,"西北太平洋: Japan, Korea, Taiwan.",追猎,30,黑白鲑,近似种类比,"[""海水""]",,hunting macrofauna (predator),3.55,short and / or deep,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfXVjAB,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfXVjAB,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681f48e46d04ff4ab5116
橙黄金锦鲤,Ogon Koi,Cyprinus Carpio Var. Ogon,Cyprinidae,Cyprinus,,1,普通,192.7,3149.308053,10,2,T9,100,40,0.0173,2.993,,0,29,3,35,19,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,欧亚大陆,活泼,16.08,普通鲤鱼,同物种,,,,,,,,待人工审核,新增鱼种整合：玩法提单-鱼第34行；未取得FishBase唯一匹配，保留来源字段；规则FISH-INVENTORY-MERGE-R1,recvq6YNcIwE4Z,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvq6YNcIwE4Z,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681f6bda6e0523c4e49cd
红鲑鱼,Sockeye Salmon,Oncorhynchus Nerka,Salmonidae,Oncorhynchus,,3,稀有,2053.6,7551.475241,7.71,2.02,T5,84,45,0.01555,3,pelagic-oceanic,0,250,0,24.9,12.45,"[""滤食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,,北太平洋,追猎,150,红大麻哈鱼,同物种,"[""淡水"",""半咸水"",""海水""]",anadromous,selective plankton feeding,3.54,fusiform / normal,seines,TL,待人工审核,Sockeye salmon 中文通名；FishBase 接受种核验,recvppgBfWESvH,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWESvH,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236810ab0aafde6086806a9
大西洋鲑鱼,Atlantic Salmon,Salmo Salar,Salmonidae,Salmo,可用,2,常见,644.3,15794.7523,46.764,13.5,T11,150,38,0.01072,2.99163,benthopelagic,0,210,2,9,5.5,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,冷水,北大西洋,追猎,150,大西洋鲑鱼,同物种,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),4.5,fusiform / normal,seines,TL,待人工审核,大西洋鲑名称变体；FishBase 接受种核验,recvppgBfWIkMz,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWIkMz,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236810c98e0ca129e8f1bad
巨骨舌鱼,Arapaima Gigas,Arapaima Gigas,Arapaimidae,Arapaima,,2,常见,838.4,95914.16244,200,63,T13,450,200,0.0278,2.79,demersal,,,25,29,27,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,暖水,南美洲,追猎,30,鼠鲨,近似种类比,"[""淡水""]",,hunting macrofauna (predator),4.5,fusiform / normal,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfW1Luy,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfW1Luy,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368111b611d9bde012433d
月眼鱼,Mooneye,Hiodon Tergisus,Hiodontidae,Hiodon,可用,2,常见,1004.4,532.6915689,0.907,0.29,T2,47,28.3,0.00437,3.27,pelagic,,,11,19,15,"[""肉食性""]",夜间活跃,阴天、小雨或低光照；以天气稳定为先,温水,北美洲,追猎,30,太阳鱼,近似种类比,"[""淡水""]",,hunting macrofauna (predator),3.72,fusiform / normal,,TL,待人工审核,Mooneye 中文通名；FishBase 接受种核验,recvppgBfWgb7F,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWgb7F,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681139a8aff3c0ea7d6f4
黑棘鲶,Ripsaw Catfish,Oxydoras niger,Doradidae,Oxydoras,,2,常见,1051.8,21487.0408,,11.25,T10,,,0.01622,2.99,,,,18,30,24,,晨昏活跃,,,,孤僻,30,镜鲤(白化),近似种类比,,,,,,,,待人工审核,,recvppgBfWU8bO,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWU8bO,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681198052d6b14ecb7f8b
黑食人鱼,Black Piranha,Serrasalmus Rhombeus,Serrasalmidae,Serrasalmus,,2,常见,789.8,1128.793575,3.83,0.78,T3,41.5,,0.016,3.248,benthopelagic,,,23,27,25,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,暖水,南美洲,追猎,30,金眼狼鲈,近似种类比,"[""淡水""]",,hunting macrofauna (predator),4.03,short and / or deep,,SL,待人工审核,Black piranha 常用通名；按独立物种匹配,recvppgBfWvmPa,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWvmPa,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236811abe4dfcffb130cc33
浅滩鲈鱼,Shoal Bass,Micropterus Cataractae,Centrarchidae,Micropterus,,2,常见,1191.8,2921.649199,3.99,1.35,T4,61,,0.00156,3.612,benthopelagic,,,17,27,22,,晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,躲藏,30,小口黑鲈,近似种类比,"[""淡水""]",,,,fusiform / normal,,TL,待人工审核,Shoal bass 中文直译；按独立物种匹配,recvppgBfWzydo,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWzydo,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368136a31efd06fed1a571
北极茴鱼,Arctic Grayling,Thymallus Arcticus,Salmonidae,Thymallus,,3,稀有,2565.3,4192.485702,3.83,0.9,T3,76,34.3,0.0187,2.9246,benthopelagic,30,,11,19,15,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,孤僻,150,北极茴鱼,同物种,"[""淡水""]",,hunting macrofauna (predator),3.26,fusiform / normal,seines,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWXHhq,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWXHhq,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236813c836ed71d586eca33
大西洋大海鲢,Atlantic Tarpon,Megalops Atlanticus,Megalopidae,Megalops,,2,常见,1252.2,71626.73796,161,31.5,T12,250,130,0.00532,3,reef-associated,0,40,10,40,25,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,广温,大西洋,追猎,30,鳄雀鳝,近似种类比,"[""淡水"",""半咸水"",""海水""]",amphidromous,hunting macrofauna (predator),4.5,fusiform / normal,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWRGAb,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWRGAb,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236814189e0ff9cf319459a
帝王鲑,Chinook Salmon,Oncorhynchus Tshawytscha,Salmonidae,Oncorhynchus,,2,常见,748.2,24455.75802,61.4,18,T11,150,70,0.01333,3,benthopelagic,0,375,0,24.9,12.45,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,冷水,北极海域及西北—东北太平洋,追猎,150,大鳞麻哈鱼,同物种,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),4.4,fusiform / normal,,TL,待人工审核,Chinook/king salmon 中文通名；FishBase 接受种核验,recvppgBfWATct,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWATct,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681509e77c7ffa68a01ed
红腹食人鱼,Red-bellied Piranha,Pygocentrus Nattereri,Serrasalmidae,Pygocentrus,,2,常见,789.8,1128.793575,3.85,0.78,T3,50,,0.03546,3.125,pelagic,,,23,27,25,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,暖水,南美洲,追猎,30,金眼狼鲈,近似种类比,"[""淡水""]",,hunting macrofauna (predator),3.72,short and / or deep,,SL,待人工审核,Red-bellied piranha 中文通名；FishBase 接受种核验,recvppgBfWOU62,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWOU62,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236815d8a59e9591456a227
接吻鲷,Kissing Prochilodus,Helostoma Temminckii,Helostomatidae,Helostoma,,2,常见,968.5,151.0299759,,0.08,T1,30,,0.04832,3,benthopelagic,2,,22,28,25,"[""杂食性""]",全天活跃,晴间多云、微风；以天气稳定为先,暖水,亚洲,躲藏,30,青蛙,近似种类比,"[""淡水""]",potamodromous,,2.82,short and / or deep,,TL,待人工审核,Kissing gourami 中文通名；FishBase 接受种核验,recvppgBfWSg8p,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWSg8p,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368162b04ff0f5cb510e95
北极红点鲑,Arctic Char,Salvelinus Alpinus,Salmonidae,Salvelinus,,1,普通,596,5357.255733,15,4.95,T7,107,40,0.00445,3.148,benthopelagic,0,70,4,16,10,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,冷水,欧洲与北美洲,追猎,150,北极红点鲑,同物种,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),4.39,fusiform / normal,,TL,待人工审核,去除资产备注后与 FishBase 中文俗名精确匹配,recvppgBfWSvl3,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWSvl3,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236816a98fdcaaacc1d97ed
大理石倒立鱼,Marbled Headstander,Abramites Hypselonotus,Anostomidae,Abramites,,2,常见,1168.5,38.06234779,,0.01,T1,14,,0.01096,3.06,pelagic,,,23,27,25,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,暖水,南美洲,警惕,30,黑尾叉牙七鳃鳗,近似种类比,"[""淡水""]",,hunting macrofauna (predator),2.93,fusiform / normal,,TL,待人工审核,Marbled headstander 中文直译；FishBase 接受种核验,recvppgBfW1t3o,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfW1t3o,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236816da121dc912662f373
大马哈鱼,Chum Salmon,Oncorhynchus Keta,Salmonidae,Oncorhynchus,,1,普通,321.3,2100.410332,18.14,3.6,T6,100,58,0.023,3.2,benthopelagic,0,250,0,23.7,11.85,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,冷水,北太平洋,追猎,30,大麻哈鱼,同物种,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),3.74,fusiform / normal,seines,FL,待人工审核,大麻哈鱼名称变体；按独立物种匹配,recvppgBfWQu7g,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWQu7g,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236817b99a4c457fc09bbf5
梅花鲈,Ruffe,Gymnocephalus Cernua,Percidae,Gymnocephalus,可用,4,珍稀,5226.4,597.3616332,0.4,0.06,T1,25,12,0.0118,3.05867,benthopelagic,2,85,10,20,15,"[""杂食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,欧亚大陆,孤僻,30,梅花鲈,同物种,"[""淡水"",""半咸水""]",potamodromous,variable,3.26,fusiform / normal,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWEHew,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWEHew,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236817ca0b2f24d6f7c2198
眼斑河魟,Ocellate River Stingray,Potamotrygon Motoro,Potamotrygonidae,Potamotrygon,,2,常见,832.7,13608.86775,34.2,9,T9,50,,0.0113,3,benthopelagic,,,24,26,25,,夜间活跃,阴天、小雨或低光照；以天气稳定为先,暖水,南美洲,活泼,30,匈红鲤(鳞鲤),近似种类比,"[""淡水""]",potamodromous,,,other,,WD,待人工审核,眼斑/珍珠河魟中文名与农业种质资料核验,recvppgBfWkV00,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWkV00,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681989adeca93e8164eb1
